#name	name2
NM_001134710	Cnpy3
NM_057125	Pex6
NM_001007801	Yipf3
NM_001108789	Xpo5
NM_001108202	Dlk2
NM_001008330	Polr1c
NM_001108203	Tjap1
NM_001024360	Lrrc73
NM_001009699	Mad2l1bp
NM_001108205	Rsph9
NM_001013225	Gtpbp2
NM_198756	Mrps18a
NM_001287108	Vegfa
NM_001287107	Vegfa
NM_001110335	Vegfa
NM_001287114	Vegfa
NM_001287113	Vegfa
NM_001287112	Vegfa
NM_001287111	Vegfa
NM_001287110	Vegfa
NM_031836	Vegfa
NM_001110334	Vegfa
NM_001110333	Vegfa
NM_001110336	Vegfa
NR_105011	Vegfa
NM_001002806	Capn11
NM_001106890	Mrpl14
NM_001271131	Mrpl14
NM_001037215	Slc35b2
NM_001108206	Tcte1
NM_001106891	Aars2
NM_001191804	Tmem151b
NM_001004082	Hsp90ab1
NM_199111	Nfkbie
NM_053527	Cdc5l
NM_001109479	LOC685722
NM_001106892	Enpp4
NM_001012744	Enpp5
NM_053500	Slc25a27
NM_001009353	Pla2g7
NM_001191583	Tdrd6
NM_013143	Mep1a
NM_181475	Cd2ap
NM_001014215	Cenpq
NM_023022	Rhag
NM_001109502	LOC688459
NM_001014215	Cenpq
NM_023022	Rhag
NM_001109502	LOC688459
NM_001012130	Pgk2
NM_022859	Crisp1
NM_001039393	Crisp4
NR_002707	Defb16-ps
NM_001037527	Defb49
NM_001037530	Defb18
NM_001037534	Defb17
NM_001106896	Tfap2b
NM_001015011	Il17f
NR_031921	Mir206
NR_032117	Mir133b
NM_001106897	Il17a
NM_001191805	Mcm3
NM_001122947	Efhc1
NM_001014099	Paqr8
NM_001009920	Gsta3
NM_001108790	Tmem14a
NM_001159739	Gsta3
NM_001287025	Gsta3
NM_001024361	LOC501110
NM_001013956	RGD1309049
NR_031843	Mir30a
NM_001025708	Ogfrl1
NR_031844	Mir30c2
NM_001134597	Fam135a
NM_001017374	Eif4g2
NM_181383	Lgsn
NM_001128195	Bag2
NM_001109005	Rab23
NM_001033705	Zfp451
NM_001109304	Cfc1
NM_001108793	Ccdc115
NM_001009700	Imp4
NM_001013111	Ptpn18
NM_001013226	Prss39
NM_001108209	Prss40
NM_001106899	Plekhb2
NM_001014100	Neurl3
NM_001034934	Arid5a
NM_001034835	Kansl3
NM_001106900	Lman2l
NM_001108211	Ankrd23
NM_001106901	Cnnm3
NM_001135014	Ankrd39
NM_001271050	Cnnm4
NM_001106902	Sema4c
NM_053586	Cox5b
NM_001122658	Fam178b
NM_001039028	Actr1b
NM_001012002	Zap70
NM_053495	Cnga3
NM_138919	Unc50
NM_001195488	Coa5
NM_001108212	Lipt1
NM_001030022	Tsga10
NM_001106903	Mrpl30
NM_001098838	Lyg1
NM_172032	Txndc9
NM_001108213	Rev1
NM_001012233	NMS
NM_022506	Rpl31
NM_001108794	Cnot11
NM_053953	Il1r2
NM_133575	Il1rl2
NM_001106905	Il18r1
NM_013037	Il1rl1
NM_173098	Slc9a4
NM_012653	Slc9a2
NM_001108215	Mfsd9
NM_138837	Pou3f3
NM_001008517	RGD1310553
NM_001106907	Tgfbrap1
NM_001106906	Gpr45
NM_001271051	RGD1305645
NM_001106908	Mettl21c
NM_001277228	Kdelc1
NM_001106909	Tex30
NM_001047889	Wdr75
NM_133315	Slc40a1
NM_001024787	Osgepl1
NM_001134704	Ormdl1
NM_019151	Mstn
NM_001012131	Inpp1
NM_001106911	Mfsd6
NM_001134642	Tmem194b
NM_022856	Nab1
NM_001034164	Stat1
NM_032612	Stat1
NM_001014216	Nabp1
NM_001007712	Sdpr
NM_133392	Stk17b
NM_001191806	Ccdc150
NM_201990	Pgap1
NM_053426	Sf3b1
NM_012966	Hspe1
NM_022229	Hspd1
NM_133528	Mob4
NM_001012132	Hsfy2
NM_001108219	RGD1306941
NM_001170473	Tyw5
NM_001004251	MGC94335
NR_033170	Tyw5
NM_001014102	Spats2l
NM_001271191	Sgol2
NM_001008527	Aox3
NM_001024763	Nif3l1
NM_001106913	Clk1
NM_175707	Ppil3
NM_198789	Bzw1
NM_001106912	Ndufb3
NM_001025710	Fam126b
NM_001033864	Cflar
NM_057138	Cflar
NM_001014101	Als2cr12
NM_001109307	Stradb
NM_001024363	Als2cr11
NM_021265	Mpp4
NM_021754	Nop58
NM_001009672	Sumo1
NM_080407	Bmpr2
NM_001108797	Fam117b
NM_199400	Ica1l
NM_001106915	Carf
NM_199410	Wdr12
NM_199401	Cyp20a1
NM_173143	Abi2
NM_013121	Cd28
NM_031674	Ctla4
NM_030869	Nrp2
NM_012961	Gpr1
NM_001005550	Ndufs1
NM_001108799	Eef1b2
NM_001009673	Fastkd2
NM_001108800	Klf7
NM_134443	Creb1
NM_173838	Fzd5
NM_033095	Crygd
NM_001081660	Crygc
NM_001109875	Crygb
NM_033483	Crygc
NM_031510	Idh1
NM_001109557	Crygf
NM_013066	Map2
NM_001033903	Rpe
NM_012819	Acadl
NM_020104	Myl1
NM_001077656	Myl1
NM_053723	Lancl1
NM_031014	Atic
NM_019143	Fn1
NM_001192002	Mreg
NM_001109574	Tmem169
NM_001205318	Rpl37a
NM_001108801	Rpl37a
NM_013122	Igfbp2
NM_012817	Igfbp5
NM_017056	Tnp1
NR_110639	LOC287004
NR_110637	LOC287004
NR_110640	LOC287004
NR_110641	LOC287004
NR_110642	LOC287004
NR_110636	LOC287004
NR_110638	LOC287004
NM_017183	Cxcr2
NM_019310	Cxcr1
NM_001007713	Tmbim1
NM_001106920	Aamp
NM_001106919	Arpc2
NM_001134753	Pnkd
NM_177936	Gpbar1
NR_031831	Mir26b
NM_001108224	Vil1
NM_001031658	Slc11a1
NM_001128079	Ctdsp1
NM_080688	Plcd4
NM_001009357	Rqcd1
NM_001007666	Bcs1l
NM_001012004	Rnf25
NM_001173986	Stk36
NM_001106921	Prkag3
NM_001108226	Wnt6
NM_001108227	Wnt10a
NM_173140	Cryba2
NR_032271	Mir375
NM_001109309	Cdk5r2
NM_053384	Ihh
NM_144753	Fev
NM_001109006	Slc23a3
NM_199112	Cnppd1
NM_001100760	Fam134a
NM_080582	Abcb6
NM_001014219	Ankzf1
NM_173142	Stk16
NM_053881	Ptprn
NM_001109541	Dnajb2
NM_001014218	Atg9a
NM_001025745	Zfand2b
NM_001127529	Glb1l
NM_019278	Resp18
NM_001007004	Tuba4a
NM_012905	Speg
NM_001024879	Dnpep
NM_022531	Des
NM_001108802	Speg
NM_012590	Inha
NM_001005906	Chpf
NM_017049	Slc4a3
NM_001106922	Stk11ip
NM_022234	Asic4
NM_001025056	Gmppa
NM_053710	Pax3
NM_001108803	Mogat1
NM_057107	Acsl3
NM_212526	Kcne4
NM_053446	Hdac1l
NM_022669	Scg2
NM_001172150	Ap1s3
NM_001031650	Mrpl44
NM_019197	Serpine2
NM_001106923	Cul3
NM_012969	Irs1
NM_001024891	Rhbdd1
NM_001008332	Col4a4
NM_001109618	Tm4sf20
NM_001108228	Slc19a3
NM_019233	Ccl20
NM_001025025	Daw1
NM_001110493	Pid1
NM_001108229	Slc16a14
NM_001012133	Sp140
NM_001014220	Sp100
NM_001009674	Itm2c
NM_001108805	Spata3
NM_031978	Psmd1
NM_017250	Htr2b
NM_001109663	Armc9
NM_001012134	B3gnt7
NM_023100	Nmur1
NM_001024364	LOC501180
NM_012749	Ncl
NM_021740	Ptma
NM_001108807	Cops7b
NM_053750	Nppc
NM_021776	Ecel1
NM_022680	Akp3
NM_022665	Alpi
NM_019298	Chrnd
NM_001108808	Eif4e2
NM_019145	Chrng
NM_053608	Kcnj13
NM_001136241	Ngef
NM_001134587	RGD1311447
NM_017130	Neu2
NM_001108809	Atg16l1
NM_001109396	Dnajb3
NM_012683	Ugt1a1
NM_057105	Ugt1a6
NM_001191813	Hjurp
NM_001039549	Ugt1a5
NM_001039691	Ugt1a6
NM_201424	Ugt1a3
NM_201423	Ugt1a2
NM_134371	Trpm8
NM_053577	Spp2
NM_001108231	Asb18
NM_053708	Gbx2
NM_053352	Cxcr7
NM_001013227	Cops8
NM_001012135	Mlph
NM_022222	Prlh
NM_001008381	Ube2f
NM_001007755	Scly
NM_001013179	Hes6
NM_022606	Ilkap
NM_031678	Per2
NM_001012204	Traf3ip1
NM_001108232	Asb1
NM_021691	Twist2
NM_001001088	Olr1343
NM_199495	Ndufa10
NM_001000753	Olr1345
NM_001000483	Olr1344
NM_182671	Ndufa10l1
NM_001001121	Olr1347
NM_001109044	Myeov2
NM_139188	Otos
NM_001000953	Olr1352
NM_001000750	Olr1353
NM_001000752	Olr1350
NM_001000751	Olr1351
NM_001000520	Olr1346
NM_001000484	Olr1349
NM_001037359	Gpr35
NM_001109009	Aqp12a
NM_030656	Agxt
NM_001109311	RGD1563692
NM_001270659	Agxt
NM_001276706	Agxt
NM_001037209	Mterfd2
NM_001009362	Pask
NM_001009825	Ppp1r7
NM_172039	Hdlbp
NM_057148	Sept2
NM_184049	Stk25
NM_017312	Bok
NM_001005564	Thap4
NM_001108234	Neu4
NM_001108810	Ing5
NM_001106927	Pdcd1
NM_001106925	Dtymk
NM_001106926	D2hgdh
NM_001015019	Chchd2
NM_001012350	Fam174a
NM_053914	St8sia4
NM_053914	St8sia4
NM_173338	Slco6c1
NM_001025012	Gin1
NM_001109086	RGD1562136
NM_001109010	Nudt12
NM_001005559	Txndc2
NM_001146004	Txndc2
NM_031631	Vapa
NM_032067	Ralbp1
NM_001108238	Ankrd12
NM_001127390	Wash
NM_001251926	Tmem200c
NM_172325	Zfp161
NM_001015020	Tgif1
NM_001135017	Myl12a
NM_017343	Myl12b
NM_001108236	Lpin2
NM_001126270	Ndc80
NM_033298	Yes1
NM_001033071	Clul1
NM_019179	Tyms
NM_001025287	Tipin
NM_001271190	Smarca1
NM_001035007	Mbtps2
NM_001025004	Vsig4
NM_001166342	Il1rapl2
NM_017087	Bgn
NM_022184	Cask
NM_001013223	Pcbp2
NM_012621	Pfkfb1
NM_001108253	Phf8
NM_053379	Dcx
NM_001271063	Pfkfb1
NM_001271064	Pfkfb1
NM_001034998	Ctps2
NM_001191733	Nhs
NM_001289778	Map7d2
NM_001190994	Phka2
NM_177935	Il1rapl1
NM_001199178	Apoo
NM_053479	Pola1
NM_012502	Ar
NM_001106939	RGD1560455
NM_001173339	Sh3bgrl
NM_001271228	Pcdh11x
NM_001191726	Hs6st2
NM_012774	Gpc3
NM_001173507	Stag2
NM_022231	Xiap
NM_001112742	Gria3
NM_032990	Gria3
NM_001191756	Thoc2
NM_001106951	Cul4b
NM_001109631	LOC691215
NM_017068	Lamp2
NM_001107950	RGD1564541
NM_001191760	Dock11
NM_145789	Il13ra1
NM_001113750	Tesl
NM_001037544	Slc6a14
NM_001271265	Jade3
NM_152861	Rbm10
NM_001108242	Slc9a7
NM_001108814	Ndp
NM_013198	Maob
NM_033653	Maoa
NM_001106952	Efhc2
NM_001135893	Usp9x
NM_001135923	Usp9x
NM_001108246	Ddx3x
NM_001191727	Med14
NM_001007091	Atp6ap2
NM_001191586	Bcor
NM_001108815	Tspan7
NM_013078	Otc
NM_022524	Srpx
NM_001191728	Lancl3
NM_053807	Gripap1
NM_001014109	Magix
NM_017106	Clcn5
NM_001191730	Shroom4
NM_031084	Pls3
NM_012765	Htr2c
NM_181085	Lhfpl1
NM_080898	Trpc5
NM_053623	Acsl4
NM_053831	Gucy2f
NM_001109014	Tmem164
NM_001163607	Wnk3
NM_001037546	Fgd1
NM_001277425	Iqsec2
NM_001047893	Shroom2
NM_022927	Mid1
NM_001106960	Frmpd4
NM_138846	Gpm6b
NM_001134588	Mospd2
NM_012568	Glra2
NM_001109016	Bmx
NM_001191913	Asb9
NM_031761	Figf
NM_001005551	Car5b
NM_012706	Grpr
NM_001004253	Syap1
NM_001127568	RGD1562161
NM_053360	Sh3kbp1
NM_001192004	Rps6ka3
NM_021686	Cnksr2
NM_001113366	Cnksr2
NM_001033899	Sms
NM_013004	Phex
NM_001191888	Prrg1
NM_012698	Dmd
NM_001005244	Dmd
NM_001005246	Dmd
NM_024381	Gk
NM_001177824	LOC100363193
NM_053317	Nr0b1
NM_001177683	Mageb4
NM_001108021	Klhl15
NM_001106581	Pdk3
NM_023957	Arhgef9
NM_001037367	Asb12
NM_001126374	Zc4h2
NM_030863	Msn
NM_001107848	Ophn1
NM_001190993	Arr3
NM_001191723	Taf1
NM_001108817	Snx12
NM_001108245	Itgb1bp2
NM_134336	Nlgn3
NM_001126373	Hdac8
NM_022626	Phka1
NM_147216	Slc16a2
NM_212518	Abcb7
NM_001039101	Zdhhc15
NM_053946	Magt1
NM_052803	Atp7a
NM_001191722	Fndc3c1
NM_001134568	RGD1563666
NM_001191721	Rps6ka6
NM_001014105	Apool
NM_017067	Chm
NM_001108244	Klhl4
NM_001169129	Pcdh19
NM_023971	Drp2
NM_001007798	Btk
NM_001191731	Nxf3
NM_001007714	Morf4l2
NM_001191797	Nrk
NM_001191889	Mid2
NM_031356	Aifm1
NM_057155	Xpnpep2
NM_001191736	Mst4
NM_001014108	Gpc4
NM_001271199	Fhl1
NM_152845	Brs3
NM_001005565	Arhgef6
NM_001109019	Zic3
NM_053428	Fgf13
NM_017069	Gabra3
NM_001106343	Zfp275
NM_001109534	Tktl1
NM_017088	Gdi1
NM_001107941	Dcaf12
NM_001195270	RGD1563975
NM_001109313	Sh2d1a
NM_001030033	C1galt1c1
NM_001044237	Mcts1
NM_053381	Atp1b4
NM_001109314	Zbtb33
NM_182822	Tmem255a
NM_001024873	Rhox11
NM_001037581	Rhox10
NM_001024901	Rhox12
NM_001079896	LOC367975
NM_001025776	Rhox8
NM_001024874	Rhox9
NM_001025654	Rhox7
NM_001024889	Rhox4g
NM_001108813	Ndufa1
NM_001135607	Rhox3
NM_001025746	Rhox2
NM_001014791	Rnf113a1
NM_001109315	RGD1560927
NM_001135873	Upf3b
NM_001024872	Nkap
NM_012875	Rpl39
NM_021703	Akap14
NM_001173373	Sowahd
NM_001173429	Sept6
NM_001013933	Ube2a
NM_057102	Slc25a5
NM_021766	Pgrmc1
NM_001191585	Lonrf3
NM_001014065	Zcchc12
NM_001100823	Wdr44
NM_022532	Araf
NM_019133	Syn1
NM_001033663	Araf
NM_001110782	Syn1
NM_001110782	Syn1
NM_053819	Timp1
NM_001106757	Cfp
NM_001006982	Uxt
NM_001108059	Elk1
NM_001014080	Uba1
NM_031077	Cdk16
NM_001008861	Usp11
NM_001004132	Cdk16
NM_001106756	Ndufb11
NM_031546	Rgn
NM_001109012	Rp2
NM_207600	Chst7
NR_031935	Mir222
NR_031934	Mir221
NM_001106971	Dusp21
NM_001025027	Fundc1
NM_001024925	Gpr34
NM_001100967	Nyx
NM_001047882	LOC307727
NM_001135997	Ube2q2l
NM_001109365	RGD1563528
NM_001126286	RGD1565685
NM_206950	Mid1ip1
NM_001106954	RGD1561661
NM_178333	Sytl5
NM_001134598	RGD1563155
NM_023965	Cybb
NM_001013228	Dynlt3
NM_001012227	Xk
NM_001110367	LOC691895
NM_001173355	Porcn
NM_057137	Ebp
NM_138854	Slc38a5
NM_001106956	Suv39h1
NM_001106955	Tbc1d25
NM_001108248	Was
NM_001108247	Wdr13
NM_053696	Rbm3
NM_001106957	Glod5
NM_012764	Gata1
NM_001013957	Pqbp1
NM_001037496	Otud5
NM_001127642	Slc35a2
NM_001109375	Eras
NM_001172103	Pim2
NM_001108249	Timm17b
NM_001105748	Kcnd1
NM_019279	Pcsk1n
NM_001013958	Wdr45
NM_001109381	Gpkow
NM_001109013	Praf2
NM_001191729	Ccdc120
NM_001271227	Tfe3
NM_012664	Syp
NM_001108250	Foxp3
NM_001014110	Prickle3
NM_207601	Plp2
NM_001135837	Ccdc22
NM_053701	Cacna1f
NR_037342	Mir3560
NR_032108	Mir501
NR_032741	Mir362
NR_032285	Mir532
NR_032284	Mir500
NR_032267	Mir188
NM_024402	Akap4
NM_021837	Mycs
NM_001013959	LOC302576
NM_182818	Smptb
NM_021670	Bmp15
NM_133538	Il13ra2
NR_031948	Mir448
NR_106693	Mir1298
NR_037329	Mir3552
NR_032766	Mir764
NR_037370	Mir1912
NM_001013951	Alg13
NM_145766	Cdk11b
NM_031808	Capn6
NM_019210	Pak3
NM_199502	Chrdl1
NM_001101003	Kcne1l
NM_001108120	Nxt2
NM_001127657	Spin2a
NM_001108251	Ubqln2
NM_053972	RragB
NM_001108252	Usp51
NM_001013250	Mageh1
NM_013197	Alas2
NM_001079892	Apex2
NM_080479	Maged2
NM_001271110	Maged2
NM_001271109	Maged2
NM_001081958	Gnl3l
NM_001115027	Tsr2
NR_031807	Mirlet7f-2
NR_031855	Mir98
NM_031683	Smc1a
NM_001007715	Ribc1
NM_031682	Hsd17b10
NM_001277386	Iqsec2
NM_001191618	Tspyl2
NM_022255	Gpr173
NM_133399	Pik3ca
NM_001109366	LOC503435
NM_001106958	Gpr143
NM_022198	Clcn4
NM_001191732	Hccs
NM_019154	Amelx
NM_001271078	Amelx
NM_001271077	Amelx
NM_001271076	Amelx
NM_001271074	Amelx
NM_001271073	Amelx
NM_001271075	Amelx
NM_001014111	Msl3
NM_001109490	LOC686031
NM_012634	Prps2
NM_001097582	Tlr7
NM_001108254	Egfl6
NM_001014112	LOC317471
NM_001106961	Ofd1
NM_053458	Rab9a
NM_001024965	Trappc2
NM_001109015	Tceanc
NM_001007756	Gemin8
NM_001192003	Fancb
NM_001106962	Asb11
NM_001108816	Piga
NM_001009474	Pir
NM_001012006	Ace2
NM_020976	Tmem27
NM_001127531	Ap1s2
NM_001108255	RGD1565844
NM_012521	S100g
NM_001037187	Txlng
NM_031816	Rbbp7
NM_001109316	Rai2
NM_019308	Gja6
NM_001104643	Rs1
NM_001034935	Ppef1
NM_001270872	Gpr64
NM_001270871	Gpr64
NM_181366	Gpr64
NM_001004072	Pdha1
NM_001106963	Eif1ax
NM_053395	Smpx
NM_001191734	Ptchd1
NM_053512	Prdx4
NM_001013960	Acot9
NM_001007667	Sat1
NM_001109402	LOC680370
NM_001047894	LOC317456
NM_001106964	Tbl1x
NM_001109415	LOC680489
NM_001033963	Prkx
NM_019125	Pbsn
NM_138903	Obp1f
NM_012661	Sts
NM_001014272	Ptges3l1
NM_001025013	Mageb16
NM_001109317	Tmem47
NM_001109318	RGD1565785
NM_001109979	Rab1b
NM_001106965	Mageb3
NM_001109367	Mageb7
NM_001106946	Mageb17
NM_001128493	Magebl1
NM_001024880	MGC114483
NM_001044246	Mageb18
NM_001100174	Arx
NM_173151	Pcyt1b
NM_001037211	LOC367830
NR_028321	RGD1564534
NM_001109017	Zfx
NM_001100542	Eif2s3x
NM_053409	Maged1
NM_001109319	Gspt2
NM_001109320	Amer1
NM_001170590	Las1l
NR_031936	Mir223
NM_133304	Heph
NM_001106582	Gpr165
NM_001106583	Pgr15l
NM_001107848	Ophn1
NM_001025747	Yipf6
NM_001107849	Stard8
NM_017089	Efnb1
NR_037364	Mir3573
NM_001191724	Awat2
NM_031624	Igbp1
NM_001109370	Dgat2l6
NM_001109371	Awat1
NM_031680	P2ry4
NM_001106945	Pdzd11
NM_001106944	Gdpd2
NM_031639	Dlg3
NM_017217	Slc7a3
NM_001106943	Foxo4
NM_080889	Il2rg
NM_001193292	Med12
NM_001012356	Nono
NM_017251	Gjb1
NM_001040155	Zmym3
NM_017107	Ogt
NM_053415	Cxcr3
NM_001098674	Ercc6l
NM_001007600	Rps4x
NM_172055	Cited1
NM_001014222	Dmrtc1c1
NM_001024789	Nap1l2
NM_001106942	Cdx4
NM_001047974	LOC680227
NM_019203	Tsx
NR_032135	Mir374
NM_001024892	Rlim
NR_032288	Mir672
NR_037341	Mir3559
NM_001106941	Magee2
NM_001108818	Pbdc1
NM_001079891	Magee1
NR_032273	Mir384
NM_021867	Fgf16
NM_001177826	LOC100363531
NM_182819	Cox7b
NM_053291	Pgk1
NM_133615	Taf9b
NM_053641	Cysltr1
NM_001106940	Lpar4
NM_001177682	P2ry10
NM_001106938	Gpr174
NM_001025712	Itm2a
NM_031851	Phb
NM_001106937	Tbx22
NM_001134589	RGD1566265
NM_001106936	Fam46d
NM_001126271	RGD1561552
NM_001106935	RGD1562871
NM_001134706	Hmgn5b
NM_001276434	Hmgn5
NM_001109439	LOC681325
NM_017252	Pou3f4
NM_001163543	Satl1
NM_001108819	RGD1561958
NM_001106934	Pof1b
NR_032109	Mir361
NM_138833	Snrk
NM_001106969	H2afb3
NM_001110366	Pabpc5
NM_133402	Nap1l3
NM_001106966	RGD1562485
NM_001106967	RGD1563104
NM_001106968	RGD1561230
NM_080410	Sytl4
NM_022290	Tnmd
NM_001108243	Srpx2
NM_001100672	Tspan6
NM_001012230	Xkrx
NM_001024366	Arl13a
NM_012955	Cenpi
NM_001001799	Tmem35
NM_053370	Timm8a1
NM_001135877	Taf7l
NM_001128065	Rpl36a
NM_001047970	LOC501618
NM_001014019	Hnrnph2
NM_001108820	Gla
NM_001024367	Armcx1
NM_001007757	Armcx6
NM_001014273	Armcx3
NM_001014274	Armcx2
NM_001007757	Armcx6
NM_001109368	Pramel
NM_001037216	Nxf7
NM_207611	Bhlhb9
NM_001077435	Bex2
NM_001024267	MGC109340
NM_001037554	Bex4
NM_001109401	Tceal7
NM_001037365	Bex1
NM_053401	Ngfrap1
NM_001014275	Tceal8
NM_001127502	Wbp5
NM_001009675	Tceal1
NM_001191914	Glra4
NM_030990	Plp1
NM_001109018	Rab9b
NM_001109321	Mum1l1
NM_001127377	LOC680663
NM_001173349	Rnf128
NM_001106846	Cldn2
NM_001109420	Rbm41
NM_001024890	Pih1d3
NM_017243	Prps1
NM_031345	Tsc22d3
NM_001037784	Vsig1
NM_053925	Psmd10
NM_001013961	Actrt1
NM_001108256	Ocrl
NM_031612	Apln
NM_001134992	Sash3
NM_001039016	Zdhhc9
NM_001014113	Utp14a
NM_001191735	Elf4
NM_001191587	Bcorl1
NM_001108257	Rab33a
NM_053501	Slc25a14
NM_001113786	Rbmx2
NM_181770	Gpr119
NM_001000489	Olr1765
NM_175763	Igsf1
NM_001000490	Olr1766
NM_001000491	Olr1767
NM_001000492	Olr1751
NM_001106950	Rap2c
NM_001106949	Mbnl3
NM_001106948	Usp26
NM_001024895	MGC114492
NR_031821	Mir19b2
NR_032136	Mir363
NR_032137	Mir20b
NR_031852	Mir92a2
NR_032265	Mir17-2
NM_012583	Hprt1
NR_032122	Mir542
NM_001024894	Plac1
NR_031796	Mir351
NR_032138	Mir503
NR_031768	Mir322
NR_031951	Mir450a
NM_001166586	Fam122b
NM_001014107	Mospd1
NR_110728	LOC102550394
NM_001106970	Mmgt1
NM_001033926	Fhl1
NM_001271327	Map7d3
NM_001271201	Fhl1
NM_001271200	Fhl1
NM_145669	Fhl1
NM_001108259	Htatsf1
NM_053353	Cd40lg
NM_001025663	Rbmx
NM_001108258	Gpr101
NM_001013962	Magea11
NR_032743	Mir504
NM_031540	F9
NR_032140	Mir505
NR_037387	Mir3589
NM_001025713	MGC114529
NM_001106947	Slitrk4
NM_001024893	MGC114427
NM_001109322	Ctag2
NM_001107587	Slitrk2
NR_032254	Mir743b
NR_032293	Mir743a
NR_032292	Mir742
NR_032263	Mir883
NR_032259	Mir878
NR_032255	Mir871
NR_032762	Mir465
NR_037327	Mir3551
NR_032281	Mir471
NR_032280	Mir463
NR_032262	Mir881
NR_032261	Mir880
NR_037373	Mir3580
NR_037397	Mir741
NM_017042	Ppp3cb
NR_037380	Mir3585
NR_032763	Mir547
NR_032759	Mir201
NR_106674	Mir509
NM_052804	Fmr1
NM_001106351	LOC689600
NM_001173448	RGD1564599
NM_001106351	LOC689600
NM_001173448	RGD1564599
NM_001106212	RGD1562747
NM_001135712	Tmem185a
NM_001191915	Gpr50
NM_001173341	Hmgb3
NM_012928	Cnga2
NM_023091	Gabre
NR_032111	Mir224
NM_001109550	Magea4
NR_032739	Mir105
NM_031733	Gabrq
NM_001009399	Nsdhl
NM_001109323	F8a1
NM_001106342	Pnma3
NM_001107579	Pnma5
NM_001107580	Trex2
NM_001277272	Haus7
NM_133288	Atp2b3
NM_001004224	Bcap31
NM_001037973	Dusp9
NM_017348	Slc6a8
NM_017275	Pnck
NM_001108821	Abcd1
NM_031551	Idh3g
NM_017199	Ssr4
NM_001135878	Plxnb3
NM_001135836	Pdzd4
NM_184045	Srpk3
NM_017345	L1cam
NM_001135839	Naa10
NM_019136	Avpr2
NM_031095	Renbp
NM_144740	Arhgap4
NM_001139507	Hcfc1
NM_001127555	Irak1
NM_022673	Mecp2
NM_001191103	Tex28
NM_053548	Opn1mw
NM_001024368	Slc10a3
NM_001107581	Plxna3
NM_001170573	Fam50a
NM_017006	G6pd
NM_001106346	Ubl4a
NM_001106345	Lage3
NM_001109324	Fam3a
NM_001014223	Dnase1l1
NM_001134599	Flna
NM_199103	Ikbkg
NM_012948	Emd
NM_031785	Atp6ap1
NM_031100	Rpl10
NM_001025748	Taz
NM_001000264	Olr1768
NM_001037189	Nsrp1
NM_001106974	Rbfox1
NM_001105845	Plcd3
NM_001134499	Rptor
NM_001108288	Trim37
NM_001014224	Tekt5
NM_001261387	Kcnip1
NM_020088	Tenm2
NM_001261388	Kcnip1
NM_001108825	Itk
NM_183326	Gabra1
NM_133565	G3bp1
NM_053981	Kcnj12
NM_001039017	Specc1
NM_031520	Myh10
NM_001271598	Dhrs7c
NM_001271597	Dhrs7c
NM_017231	Pitpna
NM_001006609	Olr1493
NM_012892	Asic2
NM_001270836	Dusp14
NM_001270835	Dusp14
NM_001079893	Dusp14
NM_001034014	Asic2
NM_001100630	Ints2
NM_001191075	Tubg2
NM_080395	Npepps
NM_153476	Krt9
NM_053937	Kcnh6
NM_001105713	Prkca
NM_030999	Crhr1
NM_001107065	Caskin2
NM_001009720	Srsf2
NM_001108261	Fopnl
NM_001014114	RGD1305733
NM_053347	Nde1
NM_022281	Abcc1
NM_001270415	Parn
NM_001134961	Pdxdc1
NM_001013963	Cpped1
NM_001109526	Snx29
NM_001127532	Txndc11
NM_001270803	Ciita
NM_053529	Ciita
NM_001008876	Rsl1d1
NM_001270804	Ciita
NM_001017471	Atf7ip2
NM_012573	Grin2a
NM_001024790	Usp7
NM_031003	Abat
NM_001009676	Anks3
NM_001106977	Ubn1
NM_133381	Crebbp
NM_031081	Pdpk1
NM_001100474	Ccnf
NM_001135087	Prss41
NM_053811	Slc9a3r2
NM_001127548	Traf7
NM_001100673	Mapk8ip3
NM_001108269	Arhgdig
NM_022230	Stc2
NM_001034152	Nsg2
NM_001106992	Cpeb4
NM_001142652	Neurl1b
NM_019206	Stk10
NM_001106993	Fbxw11
NM_001106994	Ranbp17
NM_022929	Kcnip1
NM_001261389	Kcnip1
NM_001108824	Fbll1
NM_031321	Slit3
NM_012957	Gabrb2
NM_001191918	C1qtnf2
NM_001014117	Ublcp1
NM_053820	Ebf1
NM_001160228	Adam19
NM_001106996	Cyfip2
NM_001100762	Havcr2
NM_001134826	Sgcd
NM_001109029	Sgcd
NM_001105905	Dppa1
NM_173149	Havcr1
NM_001134737	Trim41
NM_001127533	Mgat4b
NM_001137622	Adamts2
NM_001105780	Sec24a
NM_001106998	Jade2
NM_181636	Col23a1
NM_001107000	Fstl4
NM_019269	Slc22a5
NM_053377	Kif3a
NM_130415	Slc36a1
NM_001107003	Rapgef6
NM_001172089	Gemin5
NM_130742	Galnt10
NM_053814	Mprip
NM_001100784	Gjc2
NM_001034022	Mprip
NM_199389	Snap47
NM_001108277	Tom1l2
NM_001170541	Gtlf3b
NM_001013857	Lrrc48
NM_001191644	Usp22
NM_001033914	Epn2
NM_001191645	Ulk2
NM_021852	Epn2
NM_001107007	Slc5a10
NM_001271103	Ncor1
NM_001013968	Fbxw10
NM_001030023	Map2k4
NM_182667	Myocd
NM_001191922	Shisa6
NM_053484	Gas7
NM_001100485	Myh8
NM_001135157	Myh2
