chrom	chromStart	chromEnd	name	obsExp
chr1	3203765	3204453	CpG: 61	0.77
chr1	3239915	3240261	CpG: 24	0.6
chr1	3275029	3275284	CpG: 18	0.73
chr1	3307069	3307285	CpG: 20	0.86
chr1	3310102	3311035	CpG: 83	0.79
chr1	3321269	3322310	CpG: 75	0.66
chr1	3327991	3329424	CpG: 107	0.67
chr1	3331040	3331279	CpG: 19	0.68
chr1	3331986	3332227	CpG: 19	0.8
chr1	3342012	3342806	CpG: 52	0.66
chr1	3351365	3351632	CpG: 23	0.74
chr1	3370905	3371683	CpG: 82	0.95
chr1	3394701	3395191	CpG: 34	0.62
chr1	3425576	3425797	CpG: 21	0.8
chr1	3426361	3426570	CpG: 21	0.8
chr1	3427355	3427683	CpG: 26	0.8
chr1	3435988	3436250	CpG: 20	0.68
chr1	3447449	3447950	CpG: 57	0.79
chr1	3459874	3460269	CpG: 28	0.6
chr1	3499902	3500470	CpG: 46	0.91
chr1	3511709	3512118	CpG: 29	0.68
chr1	3527619	3528078	CpG: 59	0.91
chr1	3528333	3528683	CpG: 25	0.61
chr1	3540767	3542241	CpG: 120	1.07
chr1	3556963	3557201	CpG: 18	0.61
chr1	3559952	3561009	CpG: 113	0.81
chr1	3566445	3569636	CpG: 284	0.92
chr1	3607096	3607553	CpG: 40	0.85
chr1	3623318	3623521	CpG: 15	0.63
chr1	3634633	3635101	CpG: 32	0.61
chr1	3649294	3649674	CpG: 36	0.78
chr1	3662963	3664085	CpG: 101	0.8
chr1	3688553	3689684	CpG: 92	0.8
chr1	3703672	3703908	CpG: 18	0.8
chr1	3712398	3713234	CpG: 92	0.81
chr1	3731458	3732015	CpG: 38	0.74
chr1	3773187	3774465	CpG: 110	0.79
chr1	3775077	3775369	CpG: 21	0.78
chr1	3790864	3791611	CpG: 49	0.82
chr1	3808490	3809236	CpG: 48	0.6
chr1	3816356	3818084	CpG: 134	0.68
chr1	3824219	3824456	CpG: 18	0.82
chr1	4192633	4193243	CpG: 41	0.78
chr1	4221387	4221672	CpG: 23	0.74
chr1	4713989	4716555	CpG: 232	1.05
chr1	4726576	4726867	CpG: 23	0.87
chr1	4771652	4772545	CpG: 67	0.69
chr1	4832351	4832553	CpG: 17	0.87
chr1	5772056	5772513	CpG: 43	0.8
chr1	5793557	5793784	CpG: 16	0.94
chr1	5937157	5937392	CpG: 22	0.83
chr1	5950824	5951029	CpG: 16	0.77
chr1	6051595	6052955	CpG: 162	0.94
chr1	6086244	6086494	CpG: 20	0.72
chr1	6111609	6111836	CpG: 20	0.74
chr1	6131635	6131985	CpG: 34	0.79
chr1	6187743	6188235	CpG: 41	0.72
chr1	6188873	6189120	CpG: 22	0.86
chr1	6202118	6202359	CpG: 20	0.96
chr1	6208716	6209039	CpG: 28	0.93
chr1	6239237	6240814	CpG: 180	0.95
chr1	6241031	6241251	CpG: 17	0.9
chr1	6259178	6259883	CpG: 66	0.81
chr1	6265825	6266778	CpG: 96	0.78
chr1	6268820	6269588	CpG: 88	0.96
chr1	6295528	6296261	CpG: 74	1.19
chr1	6301695	6302856	CpG: 111	0.9
chr1	6305148	6306463	CpG: 120	0.77
chr1	6309163	6310092	CpG: 100	1.19
chr1	6313761	6314139	CpG: 35	0.81
chr1	6320137	6320942	CpG: 92	0.81
chr1	6339948	6340268	CpG: 22	0.62
chr1	6341136	6341412	CpG: 21	0.71
chr1	6452814	6454185	CpG: 148	0.99
chr1	6479057	6480938	CpG: 180	0.87
chr1	6484503	6485327	CpG: 87	1.03
chr1	6500168	6501130	CpG: 87	0.98
chr1	6507207	6509186	CpG: 156	0.72
chr1	6511689	6512110	CpG: 32	0.66
chr1	6514108	6516325	CpG: 231	0.89
chr1	6520584	6521955	CpG: 109	0.77
chr1	6525996	6526228	CpG: 24	0.82
chr1	6530536	6531814	CpG: 104	0.98
chr1	6545143	6545559	CpG: 44	0.74
chr1	6550083	6551115	CpG: 84	0.7
chr1	6557561	6557872	CpG: 34	0.78
chr1	6614136	6614835	CpG: 68	1.05
chr1	6639427	6640361	CpG: 80	0.77
chr1	6653397	6653674	CpG: 23	0.78
chr1	6659125	6659505	CpG: 27	0.68
chr1	6661776	6663844	CpG: 224	0.98
chr1	6672786	6675741	CpG: 273	1
chr1	6685071	6685691	CpG: 67	0.81
chr1	6761295	6762131	CpG: 96	0.89
chr1	6844313	6846366	CpG: 191	1.02
chr1	7022001	7022308	CpG: 23	0.71
chr1	7122519	7122727	CpG: 16	0.75
chr1	7723400	7725175	CpG: 111	0.61
chr1	7740143	7741117	CpG: 107	0.93
chr1	7764593	7765856	CpG: 157	1.21
chr1	7831378	7831846	CpG: 61	0.96
chr1	7843460	7843693	CpG: 20	0.7
chr1	7843915	7845104	CpG: 110	1
chr1	7887198	7887476	CpG: 25	0.79
chr1	8002408	8002699	CpG: 31	0.92
chr1	8013993	8014651	CpG: 62	0.87
chr1	8021301	8022226	CpG: 91	0.92
chr1	8085554	8086854	CpG: 157	1.04
chr1	8271996	8272202	CpG: 15	0.83
chr1	8277195	8277822	CpG: 63	0.94
chr1	8377784	8378447	CpG: 67	1.01
chr1	8384387	8384719	CpG: 24	0.71
chr1	8385895	8386168	CpG: 21	0.73
chr1	8390202	8390800	CpG: 46	0.71
chr1	8395343	8395635	CpG: 23	0.77
chr1	8403697	8404102	CpG: 32	0.75
chr1	8418322	8418857	CpG: 43	0.72
chr1	8483389	8484339	CpG: 80	0.9
chr1	8763005	8763549	CpG: 64	0.91
chr1	8877012	8877283	CpG: 22	0.83
chr1	8877598	8878092	CpG: 62	1.08
chr1	8938098	8939409	CpG: 140	0.86
chr1	9099280	9100513	CpG: 105	0.69
chr1	9131602	9131909	CpG: 32	0.75
chr1	9188503	9189743	CpG: 112	0.96
chr1	9242167	9243827	CpG: 157	0.79
chr1	9258565	9258956	CpG: 38	0.93
chr1	9294401	9295118	CpG: 79	1.07
chr1	9324202	9324439	CpG: 20	0.73
chr1	9324687	9325016	CpG: 23	0.65
chr1	9416126	9416404	CpG: 24	0.85
chr1	9427507	9427734	CpG: 22	0.8
chr1	9488937	9489249	CpG: 33	1.04
chr1	9555379	9555652	CpG: 32	0.86
chr1	9599350	9600444	CpG: 144	0.96
chr1	9648586	9649517	CpG: 97	1.44
chr1	9670617	9670868	CpG: 19	0.66
chr1	9687125	9687367	CpG: 30	0.85
chr1	9711780	9713001	CpG: 129	0.86
chr1	9749295	9750228	CpG: 71	1.03
chr1	9775708	9775997	CpG: 26	0.81
chr1	9790292	9790704	CpG: 32	0.72
chr1	9791158	9791486	CpG: 26	0.8
chr1	9822576	9822817	CpG: 19	0.73
chr1	9883011	9884667	CpG: 159	1
chr1	9969845	9970063	CpG: 28	0.9
chr1	9970584	9970790	CpG: 21	0.96
chr1	10003165	10003585	CpG: 39	0.8
chr1	10057121	10058108	CpG: 92	1.2
chr1	10092532	10093404	CpG: 72	0.87
chr1	10270015	10271306	CpG: 160	0.95
chr1	10386183	10386390	CpG: 18	1
chr1	10458548	10459997	CpG: 147	0.88
chr1	10490200	10491072	CpG: 83	1.09
chr1	10532177	10532800	CpG: 59	1.04
chr1	10534918	10535172	CpG: 22	0.75
chr1	10698299	10698910	CpG: 48	0.67
chr1	10699394	10700098	CpG: 75	0.98
chr1	10702136	10702340	CpG: 19	0.78
chr1	10707810	10708140	CpG: 25	0.72
chr1	10713838	10714203	CpG: 30	0.81
chr1	10714401	10714708	CpG: 22	0.74
chr1	10719867	10720581	CpG: 48	0.63
chr1	10725187	10725617	CpG: 36	0.71
chr1	10753773	10754176	CpG: 42	1.28
chr1	10755226	10755521	CpG: 21	0.91
chr1	10757891	10758252	CpG: 27	0.76
chr1	10764449	10764925	CpG: 43	0.76
chr1	10853894	10856964	CpG: 247	0.83
chr1	10895895	10896117	CpG: 20	0.67
chr1	11072319	11073245	CpG: 93	0.93
chr1	11119030	11120634	CpG: 123	0.86
chr1	11159387	11160136	CpG: 77	0.92
chr1	11322258	11323036	CpG: 60	0.75
chr1	11333259	11333547	CpG: 29	0.77
chr1	11538669	11540342	CpG: 172	0.84
chr1	11561366	11562156	CpG: 80	0.95
chr1	11589838	11590044	CpG: 20	0.92
chr1	11596382	11596622	CpG: 23	0.94
chr1	11708767	11709277	CpG: 40	0.8
chr1	11710459	11710788	CpG: 35	0.83
chr1	11714217	11715304	CpG: 100	0.99
chr1	11724113	11724885	CpG: 84	0.94
chr1	11740828	11741717	CpG: 95	0.95
chr1	11750701	11752651	CpG: 169	0.91
chr1	11779566	11780016	CpG: 34	0.7
chr1	11795975	11796263	CpG: 27	0.96
chr1	11822139	11822363	CpG: 25	0.9
chr1	11865462	11866566	CpG: 93	0.7
chr1	11898393	11898732	CpG: 28	0.82
chr1	11919115	11919555	CpG: 43	0.81
chr1	11985643	11986634	CpG: 84	0.97
chr1	11994694	11994969	CpG: 35	0.87
chr1	12040113	12040793	CpG: 73	0.83
chr1	12079251	12079903	CpG: 66	0.88
chr1	12123488	12124148	CpG: 63	0.79
chr1	12226876	12227712	CpG: 90	0.84
chr1	12251777	12251985	CpG: 21	0.85
chr1	12289954	12290585	CpG: 56	0.94
chr1	12290955	12291199	CpG: 23	0.7
chr1	12600347	12600556	CpG: 18	0.79
chr1	12655926	12656248	CpG: 33	0.87
chr1	12676983	12678642	CpG: 133	0.92
chr1	13839505	13840613	CpG: 89	1.15
chr1	13881410	13881612	CpG: 23	0.92
chr1	13909606	13909842	CpG: 22	0.79
chr1	13910137	13910868	CpG: 59	0.73
chr1	14026481	14027200	CpG: 84	1.22
chr1	14075267	14076458	CpG: 109	1.3
chr1	14219350	14219737	CpG: 41	0.86
chr1	14924610	14925993	CpG: 119	0.87
chr1	15127583	15127869	CpG: 21	0.81
chr1	15250373	15251545	CpG: 135	1.15
chr1	15375063	15375413	CpG: 31	0.96
chr1	15479219	15481471	CpG: 197	0.79
chr1	15541181	15541447	CpG: 20	0.8
chr1	15573620	15573953	CpG: 45	0.92
chr1	15736033	15737228	CpG: 121	0.88
chr1	15850493	15850699	CpG: 23	0.84
chr1	15851106	15851581	CpG: 51	1.04
chr1	15853108	15853663	CpG: 53	0.87
chr1	15911088	15911608	CpG: 54	0.91
chr1	15929823	15930289	CpG: 44	0.89
chr1	15943821	15944356	CpG: 57	1.11
chr1	16011266	16011502	CpG: 21	0.74
chr1	16053616	16053975	CpG: 25	0.63
chr1	16058297	16058505	CpG: 17	0.67
chr1	16070628	16070853	CpG: 18	0.61
chr1	16073318	16073521	CpG: 15	0.63
chr1	16085147	16085862	CpG: 76	0.97
chr1	16161260	16162880	CpG: 151	0.99
chr1	16163752	16164123	CpG: 41	0.99
chr1	16173889	16175396	CpG: 184	1.12
chr1	16175829	16176117	CpG: 27	1.05
chr1	16260870	16261155	CpG: 22	0.82
chr1	16269900	16270259	CpG: 28	0.69
chr1	16270591	16271582	CpG: 82	0.71
chr1	16301902	16302672	CpG: 72	1
chr1	16399648	16400072	CpG: 42	1.04
chr1	16464376	16464621	CpG: 20	0.75
chr1	16475111	16475324	CpG: 20	0.97
chr1	16481484	16482782	CpG: 118	0.77
chr1	16494061	16494505	CpG: 48	0.8
chr1	16532917	16534580	CpG: 124	0.88
chr1	16543683	16544307	CpG: 44	0.65
chr1	16553326	16553660	CpG: 37	0.83
chr1	16563544	16563799	CpG: 37	1.06
chr1	16678574	16679192	CpG: 64	0.89
chr1	16693621	16694270	CpG: 56	0.76
chr1	16766998	16767803	CpG: 70	0.85
chr1	16810605	16810957	CpG: 36	0.76
chr1	16825138	16826377	CpG: 129	1.01
chr1	16840784	16841028	CpG: 18	0.83
chr1	16847280	16847892	CpG: 42	0.7
chr1	16860873	16862296	CpG: 105	0.84
chr1	16874401	16874813	CpG: 41	0.84
chr1	16939456	16940454	CpG: 103	0.86
chr1	16970855	16971492	CpG: 64	0.89
chr1	16973485	16975045	CpG: 133	0.77
chr1	16984777	16985053	CpG: 31	0.75
chr1	16993451	16993690	CpG: 19	0.86
chr1	17006742	17007151	CpG: 38	0.79
chr1	17018683	17020959	CpG: 231	0.86
chr1	17022986	17023284	CpG: 25	0.69
chr1	17025923	17027942	CpG: 181	0.77
chr1	17033768	17034728	CpG: 89	0.94
chr1	17051491	17051891	CpG: 38	0.83
chr1	17066763	17067002	CpG: 19	0.86
chr1	17075404	17075680	CpG: 30	0.73
chr1	17085411	17086974	CpG: 128	0.75
chr1	17186111	17186523	CpG: 41	0.84
chr1	17197561	17197849	CpG: 23	0.72
chr1	17198626	17200049	CpG: 103	0.82
chr1	17215421	17216094	CpG: 51	0.75
chr1	17222227	17222466	CpG: 18	0.81
chr1	17231298	17231680	CpG: 26	0.76
chr1	17240038	17240970	CpG: 96	1.01
chr1	17281818	17282056	CpG: 22	0.8
chr1	17287290	17287684	CpG: 48	0.82
chr1	17292904	17293115	CpG: 19	0.72
chr1	17306551	17307363	CpG: 72	0.85
chr1	17331885	17332093	CpG: 17	0.77
chr1	17337829	17338590	CpG: 77	0.94
chr1	17380456	17380722	CpG: 31	0.97
chr1	17445651	17446088	CpG: 47	0.98
chr1	17475702	17476075	CpG: 37	0.86
chr1	17734435	17734645	CpG: 18	0.9
chr1	17746200	17746547	CpG: 30	0.91
chr1	17764072	17765811	CpG: 139	0.99
chr1	17865863	17866630	CpG: 83	1.14
chr1	17949452	17949670	CpG: 17	0.7
chr1	18023481	18023792	CpG: 32	0.87
chr1	18152378	18152842	CpG: 31	0.68
chr1	18434105	18434813	CpG: 83	1.45
chr1	18435566	18435904	CpG: 29	0.79
chr1	18436551	18437673	CpG: 90	0.73
chr1	18691874	18692081	CpG: 18	0.81
chr1	18703295	18703496	CpG: 21	0.95
chr1	18808873	18809667	CpG: 81	0.87
chr1	18956895	18959829	CpG: 205	0.86
chr1	18962842	18963481	CpG: 56	0.95
chr1	18964180	18964401	CpG: 20	0.69
chr1	18967251	18968119	CpG: 58	0.82
chr1	18969548	18970739	CpG: 98	0.79
chr1	18971729	18972097	CpG: 30	0.81
chr1	18973028	18973304	CpG: 26	0.91
chr1	19043390	19043828	CpG: 51	0.96
chr1	19110720	19110932	CpG: 19	1.21
chr1	19180945	19181469	CpG: 44	0.83
chr1	19203874	19204234	CpG: 37	0.9
chr1	19209626	19209914	CpG: 21	0.69
chr1	19228828	19229634	CpG: 67	0.91
chr1	19281948	19283883	CpG: 199	0.94
chr1	19536151	19537046	CpG: 83	1.01
chr1	19577884	19578708	CpG: 82	0.88
chr1	19600249	19600942	CpG: 72	0.85
chr1	19614998	19615660	CpG: 73	0.9
chr1	19638207	19639309	CpG: 129	0.86
chr1	19665010	19665276	CpG: 25	0.84
chr1	19811703	19812644	CpG: 96	0.94
chr1	19923341	19924002	CpG: 54	0.85
chr1	19970255	19971923	CpG: 153	1.12
chr1	19991146	19992788	CpG: 160	0.84
chr1	20005510	20005865	CpG: 33	0.75
chr1	20126029	20126780	CpG: 63	0.84
chr1	20208807	20209462	CpG: 89	1.01
chr1	20512360	20512797	CpG: 36	0.73
chr1	20569455	20569817	CpG: 34	0.81
chr1	20669566	20670018	CpG: 46	0.78
chr1	20692582	20693534	CpG: 110	0.98
chr1	20810462	20813511	CpG: 245	1.02
chr1	20834416	20834883	CpG: 43	0.8
chr1	20878894	20880592	CpG: 188	0.98
chr1	20960045	20960551	CpG: 57	0.94
chr1	20987516	20988238	CpG: 61	0.77
chr1	21022939	21023189	CpG: 19	0.61
chr1	21031008	21031369	CpG: 34	0.89
chr1	21043832	21044771	CpG: 109	0.99
chr1	21058006	21059366	CpG: 115	0.86
chr1	21112708	21114121	CpG: 156	1.18
chr1	21503115	21503836	CpG: 77	0.95
chr1	21551574	21551931	CpG: 32	0.89
chr1	21616380	21617101	CpG: 68	1.05
chr1	21671360	21672319	CpG: 111	0.88
chr1	21754797	21755995	CpG: 121	0.95
chr1	21763070	21763416	CpG: 34	0.73
chr1	21766272	21767224	CpG: 84	0.9
chr1	21786445	21786713	CpG: 23	0.73
chr1	21835548	21836344	CpG: 77	0.92
chr1	21930179	21930380	CpG: 20	0.84
chr1	21948674	21949263	CpG: 49	1.08
chr1	21978101	21978764	CpG: 60	1.28
chr1	21985703	21986102	CpG: 50	0.99
chr1	21995063	21995914	CpG: 74	0.68
chr1	21996161	21996409	CpG: 24	0.74
chr1	22109129	22110261	CpG: 112	0.96
